Generation;BestFitness;AverageFitnessPopulation;BestNumberOfWheels;BestCarMass;BestRoadCompleted;BestDistance;BestEllapsedTime;BestSumVelocities;BestSumAccelerations;BestSumForces
1;877.455627441406;130.998130020499;9;258.6469;False;877.4556;34.53601;266.281;-38.87321;32507.81
2;771.952575683594;144.356911054254;9;246.169;False;771.9526;43.03382;236.8035;24.30727;13419.38
3;1007.80902099609;217.836049611494;9;246.169;False;1007.809;43.81184;311.1601;24.48552;307538.1
4;1776.82775878906;386.636285442114;10;295.3008;False;1776.828;44.27342;537.0311;-4.255205;896628.6
5;2073.32153320313;691.306369221211;10;308.7072;False;2073.322;45.71954;627.5872;-26.34006;20282.92
6;2164.40649414063;790.899989822507;10;295.3008;False;2164.406;50.95023;649.4678;-51.92245;45638.16
7;2280;1022.0920715332;10;290.0363;True;2280;39.5741;645.7859;117.9179;2922258
8;2280;895.649021303654;10;290.0363;True;2280;42.7818;658.4362;90.88;2.249818E+07
9;1946.29150390625;1017.19484262466;10;295.3008;False;1946.292;49.54132;581.3683;-23.02668;32154.05
10;2280;1210.27125747204;10;292.64;True;2280;47.08838;663.3886;83.10027;1.547302E+07
11;2280;1464.5053103447;10;266.6965;True;2280;47.72119;668.798;55.76709;4221834
12;2280;1708.5489944458;10;264.6373;True;2280;41.62054;617.3619;130.4655;1.798696E+07
13;2280;1464.48210822344;10;264.6373;True;2280;46.22974;666.9561;82.81765;9075653
14;2280;1627.41422653198;9;266.5837;True;2280;39.81555;655.6658;110.7035;1.553505E+07
15;2207.990234375;1593.31837046146;9;249.7028;False;2207.99;42.72314;643.1261;-19.38995;20395.06
16;2280;1490.02795143127;10;301.6862;True;2280;50.80908;665.013;5.908942;5618309
17;2280;1698.58533630371;10;256.2744;True;2280;39.93433;585.1362;93.25884;1.843993E+07
18;2280;1534.50730603933;9;300.5277;True;2280;43.82458;641.8559;68.77412;4907427
19;2280;1807.56684117317;10;262.3316;True;2280;42.65198;641.0134;94.19234;108369.5
20;2280;1846.97185058594;10;256.2744;True;2280;38.84216;601.031;104.243;1.411753E+07
21;2280;1483.78735580444;9;290.2415;True;2280;46.99658;604.8087;55.98877;1.223403E+07
22;2280;1421.7012842536;9;248.2376;True;2280;40.34241;712.0566;87.20824;1.777981E+07
23;2253.9052734375;1236.21188948154;9;236.8615;False;2253.905;54.44751;654.3219;-26.44109;369641.3
24;1990.48620605469;1021.53028771877;9;236.8615;False;1990.486;45.25488;583.5584;-5.992177;897494.3
25;2203.28198242188;1509.86278686523;8;264.0506;False;2203.282;50.94849;637.5455;-4.238742;267825.1
26;2280;1292.28783051968;8;263.6913;True;2280;48.7373;634.9919;16.36538;6579427
27;2280;1535.57843017578;7;264.1728;True;2280;45.98267;611.7372;68.51048;1.488882E+07
28;2280;1446.59271097183;9;330.9455;True;2280;52.09644;642.5656;58.72409;1.08304E+07
29;2280;1442.01108384728;8;264.1965;True;2280;44.71362;629.6655;87.64479;1.311093E+07
30;2280;1706.80192351341;9;335.7218;True;2280;48.96069;633.9568;67.21915;1.579534E+07
#
