Generation;BestFitness;AverageFitnessPopulation;BestNumberOfWheels;BestCarMass;BestRoadCompleted;BestDistance;BestEllapsedTime;BestSumVelocities;BestSumAccelerations;BestSumForces
4;2280;1505.63499662131;10;347.1219;True;2280;44.16319;641.1118;100.3086;4327402
5;2280;1536.99503052235;10;323.7062;True;2280;42.36795;677.0555;91.81004;1622278
6;2164.8447265625;1324.85489187241;10;334.7054;False;2164.845;44.80762;636.1524;-1.987308;899060
7;2280;1608.79604921341;10;372.5625;True;2280;46.57077;662.853;47.90723;1.451098E+07
8;2280;1440.82837791443;10;321.454;True;2280;40.6272;704.6819;112.7486;3283265
9;2280;1915.49061889648;10;308.7942;True;2280;44.64954;634.8814;73.93191;1.295361E+07
10;2280;1819.4673327446;10;310.9997;True;2280;41.27405;640.3069;94.04889;4265000
11;2280;1609.44432659149;10;310.9997;True;2280;43.48853;594.5807;72.60184;7244117
12;2280;1729.31377868652;10;309.985;True;2280;47.04797;602.2012;37.87987;1.794567E+07
13;2280;1564.82562823296;10;296.3688;True;2280;41.23547;617.6753;101.4184;1.811334E+07
14;2280;1472.43773651123;10;311.187;True;2280;43.76099;628.1526;68.10359;3830241
15;2280;1268.95839349031;9;245.5583;True;2280;45.12354;677.0342;42.40149;2025394
16;2280;1581.49731879234;9;245.5583;True;2280;41.16736;573.6239;80.22786;2.447356E+07
17;2280;1537.75931322575;10;330.0424;True;2280;42.62207;598.8932;87.82029;5526570
18;2280;1889.1682800293;10;292.2195;True;2280;51.61365;599.0671;28.87815;1.743963E+07
19;2280;1545.16265324652;10;332.5864;True;2280;48.98389;629.4762;30.66292;2001321
20;2280;1558.16461753845;10;332.5864;True;2280;50.60498;646.2622;57.54113;1.011089E+07
21;2280;1588.39879760742;10;304.4955;True;2280;43.52783;652.4568;100.8712;2.235702E+07
22;2280;1725.02519655824;8;321.5606;True;2280;47.6145;599.3812;65.94985;6532950
23;2280;1725.07572631836;10;332.5864;True;2280;50.48975;662.5754;51.45786;1.00484E+07
24;2280;1762.01782455444;10;332.5864;True;2280;42.80005;611.2292;90.4025;1.321091E+07
25;2280;1782.60459899902;9;294.4733;True;2280;41.38647;633.3309;77.13613;2.801021E+07
26;2280;1913.45863037109;10;344.041;True;2280;41.41992;618.7519;85.27272;1.045696E+07
27;2280;1816.09296264648;10;299.0577;True;2280;40.75;637.983;111.3448;3.262331E+07
28;2280;1624.68190326691;9;352.582;True;2280;45.19507;681.4111;54.16678;1.7757E+07
29;2280;1525.95799427032;10;301.6053;True;2280;42.50562;670.026;85.74138;1.220442E+07
30;2280;1612.39095326066;9;337.9284;True;2280;41.99731;611.3278;122.0644;1.132016E+07
#
Generation;BestFitness;AverageFitnessPopulation;BestNumberOfWheels;BestCarMass;BestRoadCompleted;BestDistance;BestEllapsedTime;BestSumVelocities;BestSumAccelerations;BestSumForces
1;1337.61462402344;237.685558192432;8;260.0725;False;1337.615;43.52489;409.5473;35.13536;21278.97
2;2074.54638671875;624.668597531319;8;264.6184;False;2074.546;56.76834;635.8535;-49.24397;32114.06
3;1338.50732421875;631.973411476612;8;282.7123;False;1338.507;38.4574;386.9346;6.539384;13792.2
4;1774.94445800781;966.212940216064;8;261.5755;False;1774.944;53.64182;513.1078;-20.96796;126697
5;1947.64868164063;891.660135853291;8;282.7123;False;1947.649;50.10004;584.3849;-18.79827;135810.3
6;2280;1253.99064567089;8;275.7081;True;2280;58.16278;689.1497;83.99138;2362134
7;1862.74035644531;752.867213273048;10;311.8069;False;1862.74;57.54852;558.9102;-43.5535;19234.69
8;2280;1010.87199670076;10;345.9338;True;2280;49.44885;670.269;95.27406;1.455093E+07
9;2280;1223.84136977196;10;316.9351;True;2280;48.32629;623.2324;105.4034;2.164878E+07
10;2280;1740.77995452881;10;316.9351;True;2280;45.63904;619.085;84.87243;9321801
